X,Y,Z,VX,VY,VZ
6.575216226411579,4.407376637513978,1.5197105235889992,5.553875103349606,-5.430033973320569,-1.9487403310416003
6.630802514163643,4.351625180577298,1.5001285313938875,5.56307338288092,-5.720413116139297,-1.9674919936795492
6.686471041128657,4.292966601704226,1.4803642200013338,5.570275864097417,-6.011324141607284,-1.9851828078575302
6.742200441733658,4.23139961491716,1.4604288366086855,5.5752015600509175,-6.301959977209422,-2.0016852676926145
6.797966558661614,4.166931013858375,1.4403348953885637,5.5775733264614065,-6.591512385448162,-2.0168735815221623
6.853742487709796,4.099575665260117,1.4200961574638284,5.577119138467289,-6.879175575872684,-2.0306242442257356
6.90949863512864,4.029356467011235,1.399727605286433,5.573573310035541,-7.164149673813678,-2.0428165841481523
6.965202786868324,3.956304272252542,1.3792454116739263,5.5666776560317865,-7.445644045827038,-2.0533332846238324
7.020820189159032,3.88045778093461,1.3586669037578218,5.55618259695031,-7.722880481843162,-2.0620608801023095
7.076313639852124,3.801863400270113,1.3380105220975884,5.541848206303953,-7.99509623402512,-2.06889022687501
7.131643589948226,3.720575075514456,1.3172957752144772,5.5234452006739785,-8.26154691233262,-2.073716948403219
7.186768254739301,3.636654092506963,1.2965431897989892,5.5007558724198224,-8.521509236794161,-2.0764418552472943
7.241643733991118,3.5501688534057836,1.2757742568460446,5.473574965048744,-8.77428364648648,-2.0769713395970903
7.296224140592534,3.461194627049786,1.2550113739719166,5.441710491245485,-9.019196765220286,-2.0752177444036057
7.350461737098643,3.369813275379589,1.234277784166729,5.404984493561714,-9.255603723934648,-2.0710997071118524
7.4043070795938295,3.2761129573516152,1.2135975112367405,5.363233747765551,-9.4828903397972,-2.064542477994959
7.457709168301919,3.180187811777094,1.192995292190162,5.316310408850825,-9.700475152012999,-2.055478213089469
7.510615604369407,3.0821376205199726,1.1724965068207323,5.264082599706474,-9.907811314339282,-2.043846241731904
7.562972752248988,2.982067453485587,1.1521271047428066,5.20643494244561,-10.104388344308761,-2.0295933086964943
7.614725907109403,2.8800872968340965,1.131913530132168,5.143269032394756,-10.28973372915906,-2.0126737909341896
7.665819466698656,2.7763116658507343,1.1118826444263739,5.074503854742851,-10.463414388470126,-1.993049888912861
7.716197107087014,2.6708592039061383,1.0920616472386906,5.000076143850117,-10.625037993508842,-1.9706917925586929
7.7658019617162335,2.563852268940071,1.0724779957396828,4.919940685217115,-10.774254143280316,-1.9455778217989002
