X,Y,Z,VX,VY,VZ,AX,AY,AZ,Roll,Pitch,Yaw
-0.009147065691649914,0.001684473012574017,1.0183323621749878,0.0,0.0,0.0,0.0,0.0,0.0,3.1028124027577766,-0.010960864850598329,0.005748774644345102
-0.009994068183004856,0.0011496944352984428,1.0185376405715942,-0.08470024913549423,-0.05347785772755742,0.02052783966064453,-8.470024913549423,-5.347785772755742,2.052783966064453,3.1055957500086455,-0.011018630983609556,0.0029663741509066296
-0.009994068183004856,0.0011496944352984428,1.0185376405715942,0.0,0.0,0.0,8.470024913549423,5.347785772755742,-2.052783966064453,3.1055957500086455,-0.011018630983609556,0.0029663741509066296
-0.010794267058372498,0.000599314458668232,1.0186907052993774,-0.08001988753676414,-0.05503799766302109,0.015306472778320312,-8.001988753676414,-5.503799766302109,1.5306472778320312,3.105563164761364,-0.016503101770698914,0.005833514109446591
-0.010794267058372498,0.000599314458668232,1.0186907052993774,0.0,0.0,0.0,8.001988753676414,5.503799766302109,-1.5306472778320312,3.105563164761364,-0.016503101770698914,0.005833514109446591
-0.01116865873336792,0.00031611305894330144,1.0188093185424805,-0.037439167499542236,-0.028320139972493052,0.011861324310302734,-3.7439167499542236,-2.8320139972493052,1.1861324310302734,3.105586027117161,-0.016552941819481193,0.003066132200847922
-0.011958909220993519,0.004756748676300049,1.018259882926941,-0.07902504876255989,0.44406356173567474,-0.05494356155395508,-4.158588126301765,47.23837017081678,-6.680488586425781,3.105600169663171,-0.030439200126678223,0.0005478926459379678
-0.012273769825696945,0.00481277285143733,1.0182867050170898,-0.031486060470342636,0.005602417513728142,0.002682209014892578,4.7538988292217255,-43.84611442219466,5.762577056884766,3.1084112416138607,-0.03048587647302914,-0.0022623766985578934
-0.006326093338429928,0.0016714729135856032,1.0180004835128784,0.5947676487267017,-0.3141299937851727,-0.028622150421142578,62.62537091970444,-31.973241129890084,-3.1304359436035156,3.10558940965488,-0.04150937591651527,0.0007474241075593952
-0.006193762645125389,0.0014720757026225328,1.0179474353790283,0.013233069330453873,-0.01993972109630704,-0.005304813385009766,-58.153457939624786,29.419027268886566,2.3317337036132812,3.1055102193159265,-0.04976292493999246,0.0036669157643390835
-0.006193762645125389,0.0014720757026225328,1.0179474353790283,0.0,0.0,0.0,-1.3233069330453873,1.993972109630704,0.5304813385009766,3.1055102193159265,-0.04976292493999246,0.0036669157643390835
-0.0028228082228451967,-0.0010338382562622428,1.017938256263733,0.33709544222801924,-0.25059139588847756,-0.0009179115295410156,33.709544222801924,-25.059139588847756,-0.09179115295410156,3.1081430365133524,-0.04967554694078391,0.009137432444382074
-0.0008455606875941157,0.001834335271269083,1.017870545387268,0.1977247535251081,0.2868173527531326,-0.006771087646484375,-13.937068870291114,53.740874864161015,-0.5853176116943359,3.105225719304354,-0.06068499334903854,0.012181072583617898
-0.006275092717260122,0.004385802429169416,1.0178554058074951,-0.5429532029666007,0.25514671579003334,-0.0015139579772949219,-74.06779564917088,-3.167063696309924,0.5257129669189453,3.1053098285830285,-0.06073528149144125,0.00941012637952603
-0.005945413839071989,0.004289689939469099,1.0177918672561646,0.032967887818813324,-0.009611248970031738,-0.006353855133056641,57.5921090785414,-26.475796476006508,-0.4839897155761719,3.1051416776907113,-0.06063459155569206,0.014952032205838581
-0.0023172481451183558,0.004570659250020981,1.0178213119506836,0.36281656939536333,0.02809693105518818,0.002944469451904297,32.984868157655,3.7708180025219917,0.9298324584960938,3.1021054936607673,-0.0688098541842348,0.02074760366268839
-0.0017489008605480194,0.004463427234441042,1.017746925354004,0.056834728457033634,-0.010723201557993889,-0.00743865966796875,-30.59818409383297,-3.882013261318207,-1.0383129119873047,3.0990189399094934,-0.07696922231698711,0.026572102841978213
0.005392064806073904,-0.00034611744922585785,1.017860770225525,0.7140965666621923,-0.48095446836669,0.01138448715209961,65.72618382051587,-47.02312668086961,1.882314682006836,3.1014729207591167,-0.07683993358455754,0.03478559230056018
0.005392064806073904,-0.00034611744922585785,1.017860770225525,0.0,0.0,0.0,-71.40965666621923,48.095446836669,-1.138448715209961,3.1014729207591167,-0.07683993358455754,0.03478559230056018
0.006372745614498854,-0.0006896506529301405,1.01779305934906,0.09806808084249496,-0.034353320370428264,-0.006771087646484375,9.806808084249496,-3.4353320370428264,-0.6771087646484375,3.1010246716186813,-0.08220950823009088,0.043228443673202936
0.004867126699537039,-0.0036197395529597998,1.0179003477096558,-0.1505618914961815,-0.2930088900029659,0.010728836059570312,-24.862997233867645,-25.865556963253766,1.7499923706054688,3.100488702190869,-0.08475173091613764,0.05439081369429673
0.008037017658352852,-0.004094564821571112,1.0179190635681152,0.3169890958815813,-0.04748252686113119,0.0018715858459472656,46.75509873777628,24.552636314183474,-0.8857250213623047,3.103145475147661,-0.08477380081920671,0.05704873055493786
0.009283673949539661,-0.004713773261755705,1.0177838802337646,0.12466562911868095,-0.06192084401845932,-0.013518333435058594,-19.232346676290035,-1.4438317157328129,-1.538991928100586,3.1026343489499864,-0.09297189235932879,0.06278528539309985
0.012408762238919735,-0.005711587145924568,1.0210517644882202,0.31250882893800735,-0.09978138841688633,0.32678842544555664,18.78431998193264,-3.786054439842701,34.03067588806152,3.102175346224381,-0.09840047389356044,0.06846777139554648
0.013913976028561592,-0.006459451280534267,1.0210829973220825,0.15052137896418571,-0.07478641346096992,0.0031232833862304688,-16.198744997382164,2.4994974955916405,-32.36651420593262,3.104951764271676,-0.09849523548431582,0.06833115582411503
