n_updates,ep_reward_mean
1,-3.863881760117656
2,0.755171582554467
3,-4.97373243477723
4,-1.817097064895206
5,-5.622985198491952
6,0.1189427708462972
7,-1.884692866457044
8,7.602282579680905
9,-3.998264920742949
10,-1.5159135982043517
11,-6.639465928920544
12,-6.577562945776154
13,-2.962863310191315
14,3.350177236504387
15,0.9477521599660396
16,-5.274124693501508
17,3.2549664321827003
18,-9.277107391911558
19,5.621573159266263
20,4.812186915915227
21,3.941958445053024
22,1.5064217760018073
23,3.1590706351201514
24,9.040369813419384
25,3.858892637648387
26,11.580581314588198
27,-2.638855083928647
28,-0.7307078914518934
29,5.8499001990770925
30,4.05573885991762
31,3.780284240769688
32,-6.2369082113969485
33,-8.535472577117762
34,-0.3889664697647095
35,-1.775812075284581
36,5.212082803464727
37,-3.611334841114003
38,1.6181952984561212
39,7.170124897334899
40,1.744185567840468
41,-5.277801927201217
42,7.769377934893128
43,4.376080070096541
44,-1.279625667608343
45,3.301705739994068
46,5.550076753658941
47,-1.775642183063319
48,1.9301012742181771
49,2.116356513539795
50,-1.278698065575445
51,1.767244474505569
52,-0.3550276132323779
53,9.19508879968904
54,3.9958551573124352
55,10.225377225577832
56,6.293196948504674
57,5.8742976166180965
58,16.784768483391964
59,7.671705741551123
60,2.8160856325086208
61,7.013237224084732
62,8.076707475017647
63,4.194092140532303
64,8.100354879853258
65,13.19821696365263
66,10.45730776982571
67,5.8490040612418674
68,1.2225748721510172
69,0.949217733235564
70,7.293912906667974
71,0.4721849392793956
72,0.7204900612810161
73,-3.011222265455872
74,7.901558254481061
75,7.9485001891478895
76,-0.0741960978292627
77,15.345465063367737
78,0.4668178834742866
79,12.93128221085528
80,4.275238583651953
81,12.648420073919697
82,8.9232911178004
83,5.585102259743144
84,6.060994084670674
85,2.2570431051566264
86,4.627950582106714
87,5.968319247688632
88,18.8073752788431
89,2.7451482964865863
90,13.87711927063414
91,5.284501488908427
92,3.496489850301296
93,-0.8260489489322935
94,0.5428250187101367
95,13.20943608513975
96,6.541883655877318
97,0.2288917145103914
98,8.884202679179143
99,3.680745869156672
100,10.12049699849711
101,-0.5780224170687143
102,4.391551503717201
103,-0.1517671759862969
104,5.750457550371648
105,8.531762863853947
106,2.3626690261464685
107,7.89661338761216
108,15.849128583966522
109,8.750122456081444
110,10.380329781767214
111,7.995725924653453
112,2.399415481337055
113,5.848333679002826
114,12.38309273366118
115,-4.0663050561858105
116,7.3049032142347645
117,11.577084022265629
118,9.073075227589287
119,12.205041340356985
120,4.305114974370954
121,5.751689183516573
122,10.607576575489947
123,3.4694617628876587
124,2.746576400747281
125,9.341697450524952
126,-4.211289199198072
127,12.746792085926865
128,10.79467140195804
129,2.521520819387515
130,3.690529722346109
131,17.102425420692597
132,0.0398590149800293
133,10.584933648094012
134,32.53345766122191
135,-5.304738189626368
136,4.772159509624471
137,8.825772369078477
138,15.817634619722376
139,13.358715975830563
