X,Y,Z,VX,VY,VZ,R,P,Ya,VR,VP,VYa
4.773931,-5.312474,0.4796922,-17.654258728027344,-5.746450901031494,0.8455840349197388,-16.373322648165395,-51.158130543773844,-2.5735499655768663,91.42459555023524,158.07048056533648,97.17423513317362
4.6852117,-5.340854,0.48420572,-17.743919372558594,-5.676011562347412,0.9027079343795776,-16.196507833573985,-50.22557749563532,-2.2150090034939787,90.84697328231643,166.28894666528933,95.90459175892747
4.5960536,-5.368892,0.48901242,-17.831642150878906,-5.607590675354004,0.9613393545150757,-15.996945073951844,-49.25564623726391,-1.8863430753973156,90.07494334005155,174.6025982815155,94.59964313686152
4.5064664,-5.3965974,0.49412054,-17.917396545410156,-5.541091442108154,1.0216200351715088,-15.777171784575636,-48.24800208939027,-1.5859525296389183,89.12442006420672,182.9875297519199,93.26519492777027
4.416461,-5.4239798,0.49953848,-18.00104522705078,-5.476470470428467,1.0835908651351929,-15.539617805242592,-47.202402580298866,-1.3121921444024605,88.0225671171111,191.41830545203345,91.90647905655797
4.3260493,-5.4510484,0.5052743,-18.082340240478516,-5.413743495941162,1.1471643447875977,-15.2865183153586,-46.118700860922544,-1.0633940728699893,86.80893129405904,199.8683969271198,90.52762778767249
4.235243,-5.477812,0.5113381,-18.161352157592773,-5.352625370025635,1.2127605676651,-15.019956522620513,-44.99717013882811,-0.8378512479966777,85.51693271065943,208.2507739067746,89.12080689413578
4.1440525,-5.5042768,0.5177407,-18.238004684448242,-5.293018341064453,1.2805243730545044,-14.741967823400994,-43.83821681027118,-0.6339381381209155,84.13913329090612,216.5365856719438,87.67957550756057
4.052492,-5.5304513,0.5244929,-18.31212043762207,-5.2349066734313965,1.3504431247711182,-14.454481746140573,-42.64228825264238,-0.4501209922480647,82.68064884648744,224.71355154249966,86.20176162779076
3.9605772,-5.5563445,0.531601,-18.38297462463379,-5.178674221038818,1.4216111898422241,-14.15902825321333,-41.409681579170616,-0.28497147374837273,81.20142794774861,232.81311770938095,84.69436619872562
3.868326,-5.581967,0.53906935,-18.45025634765625,-5.124408721923828,1.4936683177947998,-13.856940939054715,-40.14063584647683,-0.13712479876788006,79.72683108707788,240.84148598435402,83.16322220191635
3.775758,-5.6073275,0.54690033,-18.51360511779785,-5.072178840637207,1.5661989450454712,-13.549295558458999,-38.8356359979921,-0.005290731899168652,78.29391204072256,248.75092700549882,81.59870590082241
3.6828945,-5.632438,0.5550938,-18.572669982910156,-5.022076606750488,1.6386933326721191,-13.236960399224426,-37.495361637538835,0.11171440064195666,76.92479379140434,256.50335563800337,79.98861174739696
3.5897582,-5.657308,0.5636485,-18.627267837524414,-4.974045276641846,1.7109375,-12.920694466122509,-36.12108318030267,0.21487086773857825,75.6115055083618,263.9881501380701,78.28782634217208
3.4963713,-5.681948,0.57256246,-18.677370071411133,-4.928027629852295,1.7827926874160767,-12.601281523360509,-34.71409494713131,0.3051195446241319,74.34003847360724,271.198234429719,76.50313889318276
3.4027562,-5.706368,0.5818336,-18.723026275634766,-4.883927345275879,1.8542332649230957,-12.279586443642078,-33.2757288249129,0.38333460213088666,73.0821430247335,278.12500247459576,74.63717219307031
3.3089364,-5.7305775,0.59145653,-18.76398468017578,-4.841855525970459,1.9245778322219849,-11.95628029305317,-31.80737134204898,0.4503723752260329,71.86999618292052,284.7553676302506,72.70000760104963
3.2149353,-5.754586,0.6014238,-18.80019187927246,-4.80180549621582,1.9934629201889038,-11.632011939564938,-30.310446592981474,0.5070785267061828,70.70131666498548,291.079303178982,70.70374821233
3.120777,-5.7784047,0.6117271,-18.831687927246094,-4.763725280761719,2.060659170150757,-11.307493430398353,-28.786409408003603,0.5542955177167752,69.55699360163071,297.087410780492,68.66264180152007
3.0264843,-5.802043,0.6223567,-18.858524322509766,-4.727566242218018,2.1259121894836426,-10.983511091081615,-27.236750475901726,0.5928675703113941,68.41578510453748,302.7698003208625,66.59265735089933
2.9320805,-5.825509,0.6333014,-18.880767822265625,-4.693285942077637,2.188941717147827,-10.660922110355559,-25.66300829678638,0.6236429619684436,67.2553837758765,308.11625383709503,64.51090448433865
2.8375878,-5.8488135,0.6445486,-18.898502349853516,-4.66084623336792,2.2494454383850098,-10.340653686400014,-24.06675381416667,0.6474719978787371,66.05356418008856,313.11647140392125,62.43498459932917
