X,Y,Z
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.34363365384001576,-2.381865947246915,0.8094729182414966
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3442062524111217,-2.378565035834634,0.8121043686041904
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3476671056651707,-2.3720840112449277,0.8076384665599652
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.34824917141859907,-2.368756434970739,0.8102740066131218
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.350705506537386,-2.3700686468587007,0.8130033458576587
0.35129519459410574,-2.3667256097597518,0.815634736090125
0.3476671056651707,-2.3720840112449277,0.8076384665599652
