X,Y,Z,VX,VY,VZ,R,P,Ya,VR,VP,VYa
-2.7349586,-0.40689328,1.480409,11.534789085388184,-3.199462413787842,1.9643762111663818,-79.43303049992979,18.51363584912247,-17.534661420289957,-127.64219271860478,-90.98796204716383,-21.92422592437122
-2.6769881,-0.42157286,1.490193,11.594099998474121,-2.935914993286133,1.9568016529083252,-79.92872464875428,18.328687986776863,-17.089080369405835,-127.29916695810839,-89.80867524544777,-21.245994969978124
-2.618733,-0.43492207,1.49993,11.651068687438965,-2.669843912124634,1.9473973512649536,-80.42535453349508,18.151717785381834,-16.64731056407858,-126.97955508608682,-88.7228664127125,-20.558625222475552
-2.5602062,-0.44693485,1.5096097,11.705341339111328,-2.402552843093872,1.9359310865402222,-80.92246253147778,17.98286867890995,-16.20912660806558,-126.60053422866446,-87.68751218737611,-19.82175197141602
-2.5014226,-0.45760995,1.519221,11.75669002532959,-2.1350185871124268,1.9222524166107178,-81.41943392567708,17.822282393786487,-15.77450118061016,-126.11490777867655,-86.6660164158657,-19.040996462486447
-2.442398,-0.46695074,1.5287522,11.80491828918457,-1.8681632280349731,1.906244158744812,-81.91574962171606,17.669979420578958,-15.343065451497136,-125.56296019184782,-85.72827925414713,-18.229510224933694
-2.3831484,-0.47496435,1.5381914,11.849916458129883,-1.6027178764343262,1.8878405094146729,-82.41067195916435,17.52598708004404,-14.914402779187135,-124.90346444634808,-84.88444353313791,-17.38676562664438
-2.3236904,-0.48166066,1.5475265,11.891632080078125,-1.339266300201416,1.8670154809951782,-82.90299882472804,17.39036172124239,-14.488434616504705,-124.02387268503384,-84.07000494631642,-16.515455469698775
-2.26404,-0.4870514,1.5567454,11.930078506469727,-1.0781453847885132,1.8437877893447876,-83.3915964070049,17.263176768707584,-14.065035458723846,-122.93873321083723,-83.29512681516763,-15.609808244248228
-2.2042136,-0.49115005,1.5658363,11.965270042419434,-0.8197273015975952,1.8181849718093872,-83.87547432856529,17.144560288486556,-13.643945758656098,-121.68527055473483,-82.58487593394553,-14.656042336094941
-2.144227,-0.4939702,1.5747877,11.997295379638672,-0.5640297532081604,1.7902790307998657,-84.35363538179037,17.03458741266018,-13.224861572883395,-120.26217332040599,-81.94928585054082,-13.663547547800388
-2.0840957,-0.49552488,1.5835885,12.026266098022461,-0.3109377920627594,1.7601561546325684,-84.82503454773713,16.933251311039285,-12.807456759872867,-118.66464671505337,-81.39582196171635,-12.64857546072097
-2.0238345,-0.49582788,1.5922279,12.052242279052734,-0.060600798577070236,1.7278825044631958,-85.28856533576005,16.84045977607008,-12.39143420639562,-116.8750278694833,-80.92010611621413,-11.62881370348608
-1.9634581,-0.49489325,1.6006956,12.075303077697754,0.18692803382873535,1.6935367584228516,-85.74324419861863,16.756182071901293,-11.976478016202545,-114.92050093659246,-80.52487721989134,-10.59249300638214
-1.9029802,-0.4927339,1.6089817,12.095563888549805,0.43187215924263,1.6572179794311523,-86.18843592872007,16.680534311748815,-11.562227043041272,-112.87120512896769,-80.21622780148763,-9.509646768199365
-1.8424147,-0.48936325,1.6170768,12.11308765411377,0.6741272807121277,1.6190032958984375,-86.62350531847153,16.61363943901771,-11.148348315189764,-110.7259041823692,-79.98939721915151,-8.38110571069556
-1.7817752,-0.48479638,1.6249715,12.127900123596191,0.9133749008178711,1.5789613723754883,-87.04780349990189,16.555398415965012,-10.734478978848365,-108.48540405911909,-79.85264317158952,-7.251464138961736
-1.7210754,-0.4790523,1.6326573,12.139984130859375,1.1488112211227417,1.5371503829956055,-87.46049035974323,16.505625119935836,-10.320195562288534,-106.11211822821477,-79.81808241438925,-6.137859851399102
-1.6603283,-0.47215122,1.6401256,12.149415969848633,1.3802194595336914,1.493666172027588,-87.86081457718686,16.46425637168036,-9.905315357949974,-103.6104931428059,-79.83694739687682,-5.019334412539474
-1.5995473,-0.46411723,1.6473686,12.15621566772461,1.6067975759506226,1.4485936164855957,-88.24790188801899,16.431213624023133,-9.489582233738806,-100.95906151833114,-79.92271408228467,-3.8972649592742554
-1.5387446,-0.45497268,1.6543789,12.160536766052246,1.8289071321487427,1.4020566940307617,-88.6208507072692,16.40649004677498,-9.073121694381035,-98.1327429001582,-80.00116563509144,-2.7599389978373443
-1.4779322,-0.4447419,1.6611496,12.162463188171387,2.0461583137512207,1.3541626930236816,-88.97875944996703,16.390193215415326,-8.656125838947062,-95.12609362751859,-80.0575010353657,-1.5828399910898023
-1.4171212,-0.43344277,1.6676749,12.162211418151855,2.259826898574829,1.3050382137298584,-89.32039868206189,16.382256535599772,-8.23919145521562,-91.85243859984483,-80.01489431532316,-0.39981064591497056
-1.3563218,-0.42109352,1.6739488,12.159862518310547,2.469849109649658,1.2547839879989624,-89.64454579969237,16.382476809200504,-7.822720670574093,-88.32185917635188,-79.90899223224211,0.7657976080906562
-1.2955445,-0.40771654,1.6799663,12.155461311340332,2.6753957271575928,1.203505516052246,-89.95008065183454,16.390661083373473,-7.40689790013007,-84.56815796324213,-79.78025682676572,1.9193794197521978
-1.234799,-0.39333442,1.6857228,12.149112701416016,2.876427412033081,1.1513150930404663,-90.23599237049127,16.406636895842134,-6.991861455214245,-80.61643590571536,-79.63579149563078,3.0658475893931714
-1.1740943,-0.37796974,1.6912146,12.140921592712402,3.072930097579956,1.098323941230774,-90.5013862008813,16.430240322066407,-6.577708666022291,-76.49167100556632,-79.48190733363039,4.209058826017106
-1.1134394,-0.36164573,1.6964377,12.130990028381348,3.264803171157837,1.0446432828903198,-90.74552448257423,16.461380862039785,-6.164427579723159,-72.22785711429415,-79.33776985157562,5.365059378418479
